Time  Displacement
0  -0.000019362032495
0.000000196784311  -0.000077448129978
0.000000393568622  -0.000174258292451
0.000000590352932  -0.000309792519913
0.000000787137243  -0.000484050812365
0.000000983921554  -0.000697033169805
0.000001180705865  -0.000948739592235
0.000001377490176  -0.001239170079654
0.000001574274487  -0.001568324632062
0.000001771058797  -0.001936203249459
0.000001967843108  -0.002342805931845
0.000002164627419  -0.002788132679221
0.000002361411730  -0.003272183491585
0.000002558196041  -0.003794958368939
0.000002754980352  -0.004356457311282
0.000002951764662  -0.004956680318614
0.000003148548973  -0.005595627390936
0.000003345333284  -0.006273298528246
0.000003542117595  -0.006989693730546
0.000003738901906  -0.007744812997835
0.000003935686217  -0.008538656330113
0.000004132470527  -0.009371223727381
0.000004329254838  -0.010242515189637
0.000004526039149  -0.011152530716883
0.000004722823460  -0.012101270309117
0.000004919607771  -0.013088733966341
0.000005116392082  -0.014114921688555
0.000005313176392  -0.015179833475757
0.000005509960703  -0.016283469327948
0.000005706745014  -0.017425829245129
0.000005903529325  -0.018606913227299
0.000006100313636  -0.019826721274458
0.000006297097947  -0.021085253386606
0.000006493882257  -0.022382509563744
0.000006690666568  -0.023718489805870
0.000006887450879  -0.025093194112986
0.000007084235190  -0.026506622485091
0.000007281019501  -0.027958774922184
0.000007477803812  -0.029449651424266
0.000007674588122  -0.030979251991336
0.000007871372433  -0.032547576623393
0.000008068156744  -0.034154625320434
0.000008264941055  -0.035800398082457
0.000008461725366  -0.037484894909457
0.000008658509677  -0.039208115801424
0.000008855293987  -0.040970060758346
0.000009052078298  -0.042770729780201
0.000009248862609  -0.044610122866956
0.000009445646920  -0.046488240018563
0.000009642431231  -0.048405081234945
0.000009839215542  -0.050360646515989
0.000010035999852  -0.052354935861529
0.000010232784163  -0.054387949271321
0.000010429568474  -0.056459686745011
0.000010626352785  -0.058570148282087
0.000010823137096  -0.060719333881821
0.000011019921407  -0.062907243543184
0.000011216705717  -0.065133877264726
0.000011413490028  -0.067399235044429
0.000011610274339  -0.069703316879497
0.000011807058650  -0.072046122766085
0.000012003842961  -0.074427652698944
0.000012200627272  -0.076847906670948
0.000012397411582  -0.079306884672484
0.000012594195893  -0.081804586690668
0.000012790980204  -0.084341012708324
0.000012987764515  -0.086916162702689
0.000013184548826  -0.089530036643761
0.000013381333136  -0.092182634492204
0.000013578117447  -0.094873956196717
0.000013774901758  -0.097604001690728
0.000013971686069  -0.100372770888278
0.000014168470380  -0.103180263678906
0.000014365254691  -0.106026479921337
0.000014562039001  -0.108911419435701
0.000014758823312  -0.111835081994032
0.000014955607623  -0.114797467308656
0.000015152391934  -0.117798575018122
0.000015349176245  -0.120838404670177
0.000015545960556  -0.123916955701284
0.000015742744866  -0.127034227412071
0.000015939529177  -0.130190218938011
0.000016136313488  -0.133384929214577
0.000016333097799  -0.136618356935955
0.000016529882110  -0.139890500506354
0.000016726666421  -0.143201357982779
0.000016923450731  -0.146550927008053
0.000017120235042  -0.149939204732705
0.000017317019353  -0.153366187724235
0.000017513803664  -0.156831871862102
0.000017710587975  -0.160336252216650
0.000017907372286  -0.163879322910045
0.000018104156596  -0.167461076957125
0.000018300940907  -0.171081506083968
0.000018497725218  -0.174740600521804
0.000018694509529  -0.178438348773817
0.000018891293840  -0.182174737352239
0.000019088078151  -0.185949750483090
0.000019284862461  -0.189763369775807
0.000019481646772  -0.193615573855025
0.000019678431083  -0.197506337951740
0.000019875215394  -0.201435633451128
