Step	dt	Time	fEnd_x	fEnd_y	fEnd_z	dy_tip	
0	1e-16	0	0	0	0	-2.38419e-08	
1	1e-16	0	0	-500	0	-2.38419e-08	
2	0.000698212	1e-16	0	-500	0	-0.000132677	
3	0.000698212	0.000698212	0	-500	0	-0.000321446	
4	0.000698208	0.00139642	0	-500	0	-0.000549486	
5	0.000698191	0.00209463	0	-500	0	-0.000798411	
6	0.000698155	0.00279282	0	-500	0	-0.00105114	
7	0.000698095	0.00349098	0	-500	0	-0.0012942	
8	0.00069801	0.00418907	0	-500	0	-0.00151895	
9	0.000697532	0.00488708	0	-500	0	-0.00172161	
10	0.000696976	0.00558461	0	-500	0	-0.00190244	
11	0.000696458	0.00628159	0	-500	0	-0.00206407	
12	0.000696079	0.00697805	0	-500	0	-0.00220979	
13	0.000695909	0.00767413	0	-500	0	-0.00234227	
14	0.000695969	0.00837004	0	-500	0	-0.00246301	
15	0.000696092	0.00906601	0	-500	0	-0.00257251	
16	0.000696259	0.0097621	0	-500	0	-0.00267106	
17	0.00069652	0.0104584	0	-500	0	-0.00275963	
18	0.000696596	0.0111549	0	-500	0	-0.00284061	
19	0.000696573	0.0118515	0	-500	0	-0.00291798	
20	0.000696608	0.012548	0	-500	0	-0.00299681	
21	0.000696591	0.0132447	0	-500	0	-0.00308202	
22	0.00069616	0.0139412	0	-500	0	-0.003177	
23	0.000695744	0.0146374	0	-500	0	-0.00328236	
24	0.000695445	0.0153331	0	-500	0	-0.00339524	
25	0.000695325	0.0160286	0	-500	0	-0.00350938	
26	0.000695338	0.0167239	0	-500	0	-0.00361612	
27	0.000695322	0.0174193	0	-500	0	-0.00370612	
28	0.000695444	0.0181146	0	-500	0	-0.00377141	
29	0.000695675	0.01881	0	-500	0	-0.00380727	
30	0.000695955	0.0195057	0	-500	0	-0.00381347	
31	0.000696216	0.0202017	0	-500	0	-0.00379452	
32	0.000696343	0.0208979	0	-500	0	-0.0037588	
33	0.000696112	0.0215942	0	-500	0	-0.00371686	
34	0.000695798	0.0222903	0	-500	0	-0.00367912	
35	0.000695534	0.0229861	0	-500	0	-0.00365385	
36	0.000695399	0.0236817	0	-500	0	-0.00364575	
37	0.000695431	0.0243771	0	-500	0	-0.00365551	
38	0.000695569	0.0250725	0	-500	0	-0.00368024	
39	0.000695594	0.0257681	0	-500	0	-0.00371477	
40	0.000695715	0.0264637	0	-500	0	-0.00375329	
41	0.000695842	0.0271594	0	-500	0	-0.00379098	
42	0.000695979	0.0278552	0	-500	0	-0.00382513	
43	0.000696095	0.0285512	0	-500	0	-0.00385548	
44	0.000696059	0.0292473	0	-500	0	-0.00388371	
45	0.000695719	0.0299433	0	-500	0	-0.00391239	
46	0.000695402	0.0306391	0	-500	0	-0.00394366	
47	0.000695197	0.0313345	0	-500	0	-0.0039781	
48	0.000695167	0.0320297	0	-500	0	-0.00401426	
49	0.000695321	0.0327248	0	-500	0	-0.00404884	
50	0.00069562	0.0334201	0	-500	0	-0.00407762	
51	0.000695799	0.0341158	0	-500	0	-0.00409674	
52	0.000695885	0.0348116	0	-500	0	-0.00410413	
53	0.000695992	0.0355075	0	-500	0	-0.00410038	
54	0.000696147	0.0362034	0	-500	0	-0.00408904	
55	0.000696277	0.0368996	0	-500	0	-0.00407593	
56	0.000695936	0.0375959	0	-500	0	-0.00406781	
57	0.000695536	0.0382918	0	-500	0	-0.00407069	
58	0.000695188	0.0389873	0	-500	0	-0.00408823	
59	0.000694983	0.0396825	0	-500	0	-0.0041208	
60	0.000694974	0.0403775	0	-500	0	-0.00416528	
61	0.000695158	0.0410725	0	-500	0	-0.00421574	
62	0.000695361	0.0417676	0	-500	0	-0.00426484	
63	0.000695299	0.042463	0	-500	0	-0.0043056	
64	0.000695349	0.0431583	0	-500	0	-0.00433316	
65	0.000695495	0.0438537	0	-500	0	-0.00434583	
66	0.000695702	0.0445491	0	-500	0	-0.00434538	
67	0.000695925	0.0452448	0	-500	0	-0.00433646	
68	0.000695848	0.0459408	0	-500	0	-0.00432518	
69	0.000695506	0.0466366	0	-500	0	-0.00431743	
70	0.000695233	0.0473321	0	-500	0	-0.00431733	
71	0.000695106	0.0480274	0	-500	0	-0.00432628	
72	0.000695158	0.0487225	0	-500	0	-0.00434279	
73	0.000695372	0.0494176	0	-500	0	-0.00436317	
74	0.000695535	0.050113	0	-500	0	-0.0043828	
75	0.000695497	0.0508085	0	-500	0	-0.0043976	
76	0.000695568	0.051504	0	-500	0	-0.0044054	
77	0.000695669	0.0521996	0	-500	0	-0.00440663	
78	0.000695809	0.0528953	0	-500	0	-0.00440426	
79	0.00069589	0.0535911	0	-500	0	-0.00440291	
80	0.00069554	0.054287	0	-500	0	-0.00440752	
81	0.00069521	0.0549825	0	-500	0	-0.00442182	
82	0.000694993	0.0556777	0	-500	0	-0.00444725	
83	0.000694948	0.0563727	0	-500	0	-0.00448246	
84	0.000695088	0.0570677	0	-500	0	-0.00452364	
85	0.000695373	0.0577627	0	-500	0	-0.00456557	
86	0.000695445	0.0584581	0	-500	0	-0.00460303	
87	0.000695449	0.0591536	0	-500	0	-0.00463238	
88	0.000695562	0.059849	0	-500	0	-0.00465262	
89	0.000695626	0.0605446	0	-500	0	-0.00466575	
90	0.000695718	0.0612402	0	-500	0	-0.00467628	
91	0.00069568	0.0619359	0	-500	0	-0.00469004	
92	0.000695295	0.0626316	0	-500	0	-0.00471259	
93	0.00069496	0.0633269	0	-500	0	-0.0047477	
94	0.000694765	0.0640219	0	-500	0	-0.00479634	
95	0.000694759	0.0647166	0	-500	0	-0.00485647	
96	0.000694942	0.0654114	0	-500	0	-0.00492353	
97	0.00069526	0.0661063	0	-500	0	-0.00499174	
98	0.000695525	0.0668016	0	-500	0	-0.00505556	
99	0.000695522	0.0674971	0	-500	0	-0.00511121	
100	0.00069556	0.0681926	0	-500	0	-0.00515772	
101	0.000695674	0.0688882	0	-500	0	-0.00519703	
102	0.0006958	0.0695839	0	-500	0	-0.00523338	
103	0.000695651	0.0702797	0	-500	0	-0.00527204	
104	0.000695334	0.0709753	0	-500	0	-0.00531775	
105	0.000695085	0.0716706	0	-500	0	-0.0053734	
106	0.000694977	0.0723657	0	-500	0	-0.00543924	
107	0.000695041	0.0730607	0	-500	0	-0.00551282	
108	0.000695258	0.0737557	0	-500	0	-0.00558976	
109	0.000695564	0.074451	0	-500	0	-0.00566494	
110	0.000695749	0.0751466	0	-500	0	-0.00573399	
111	0.000695651	0.0758423	0	-500	0	-0.00579451	
112	0.000695647	0.076538	0	-500	0	-0.00584678	
113	0.000695682	0.0772336	0	-500	0	-0.00589356	
114	0.000695721	0.0779293	0	-500	0	-0.00593927	
115	0.000695369	0.078625	0	-500	0	-0.0059886	
116	0.000695038	0.0793204	0	-500	0	-0.00604516	
117	0.000694818	0.0800154	0	-500	0	-0.00611037	
118	0.000694771	0.0807102	0	-500	0	-0.00618309	
119	0.000694908	0.081405	0	-500	0	-0.00625989	
120	0.000695192	0.0820999	0	-500	0	-0.00633604	
121	0.000695546	0.0827951	0	-500	0	-0.00640685	
122	0.000695629	0.0834907	0	-500	0	-0.0064691	
123	0.000695519	0.0841863	0	-500	0	-0.00652205	
124	0.000695515	0.0848818	0	-500	0	-0.00656779	
