0	0
0.0001725	0
0.000345	0
0.0005175	0
0.00069	0
0.0008625	0
0.001035	0
0.0012075	0
0.00138	0
0.0015525	0
0.001725	0
0.0018975	4.0232e-37
0.00207	7.7252e-36
0.0022425	2.6289e-34
0.002415	4.584e-33
0.0025875	4.8228e-32
0.00276	2.803e-31
0.0029325	8.4772e-31
0.003105	-6.8213e-31
0.0032775	-2.2883e-29
0.00345	-5.2381e-28
0.0036225	-4.3947e-27
0.003795	-2.3209e-26
0.0039675	-9.3563e-26
0.00414	-1.6061e-25
0.0043125	-2.4737e-25
0.004485	-7.9658e-25
0.0046575	-3.8356e-24
0.00483	-1.5323e-23
0.0050025	-4.9975e-23
0.005175	-1.4203e-22
0.0053475	-3.5744e-22
0.00552	-9.1061e-22
0.0056925	-2.3013e-21
0.005865	-5.5172e-21
0.0060375	-1.2502e-20
0.00621	-2.7311e-20
0.0063825	-5.8024e-20
0.006555	-1.1979e-19
0.0067275	-2.9204e-19
0.0069	-5.8642e-19
0.0070725	-1.1271e-18
0.007245	-2.1539e-18
0.0074175	-3.9696e-18
0.00759	-7.1775e-18
0.0077625	-1.2667e-17
0.007935	-2.2034e-17
0.0081075	-3.7917e-17
0.00828	-6.4566e-17
0.0084525	-1.0874e-16
0.008625	-1.8107e-16
0.0087975	-2.9844e-16
0.00897	-4.8681e-16
0.0091425	-7.8629e-16
0.009315	-1.258e-15
0.0094875	-1.9944e-15
0.00966	-3.1346e-15
0.0098325	-4.8859e-15
0.010005	-7.5558e-15
0.010177	-1.1596e-14
0.01035	-1.767e-14
0.010522	-2.6739e-14
0.010695	-4.0198e-14
0.010867	-6.005e-14
0.01104	-8.9168e-14
0.011212	-1.3164e-13
0.011385	-1.9326e-13
0.011557	-2.8221e-13
0.01173	-4.0999e-13
0.011902	-5.9265e-13
0.012075	-8.5257e-13
0.012247	-1.2208e-12
0.01242	-1.7401e-12
0.012592	-2.4693e-12
0.012765	-3.4889e-12
0.012937	-4.9089e-12
0.01311	-6.878e-12
0.013282	-9.5979e-12
0.013455	-1.334e-11
0.013627	-1.8467e-11
0.0138	-2.5465e-11
0.013972	-3.498e-11
0.014145	-4.7865e-11
0.014317	-6.525e-11
0.01449	-8.8614e-11
0.014662	-1.199e-10
0.014835	-1.6162e-10
0.015007	-2.1707e-10
0.01518	-2.9046e-10
0.015352	-3.8727e-10
0.015525	-5.1448e-10
0.015697	-6.8102e-10
0.01587	-8.9825e-10
0.016042	-1.1806e-09
0.016215	-1.5462e-09
0.016387	-2.018e-09
0.01656	-2.6245e-09
0.016732	-3.4016e-09
0.016905	-4.3937e-09
0.017077	-5.6558e-09
0.01725	-7.2558e-09
0.017422	-9.2774e-09
0.017595	-1.1823e-08
0.017767	-1.5017e-08
0.01794	-1.9011e-08
0.018112	-2.3991e-08
0.018285	-3.0176e-08
0.018457	-3.7836e-08
0.01863	-4.729e-08
0.018802	-5.8922e-08
0.018975	-7.3186e-08
0.019147	-9.0624e-08
0.01932	-1.1188e-07
0.019492	-1.3769e-07
0.019665	-1.6896e-07
0.019837	-2.0671e-07
0.02001	-2.5216e-07
0.020182	-3.067e-07
0.020355	-3.7197e-07
0.020527	-4.4983e-07
0.0207	-5.4246e-07
0.020872	-6.5233e-07
0.021045	-7.8227e-07
0.021217	-9.3552e-07
0.02139	-1.1157e-06
0.021562	-1.3271e-06
0.021735	-1.5742e-06
0.021907	-1.8625e-06
0.02208	-2.1977e-06
