Step	dt	Time	fEnd_x	fEnd_y	fEnd_z	dy_tip	
227	0.00139316	0.313512	0	-500	0	-0.0310708	
228	0.00139316	0.314905	0	-500	0	-0.0312741	
229	0.00139316	0.316298	0	-500	0	-0.0314765	
230	0.00139315	0.317691	0	-500	0	-0.031678	
231	0.00139315	0.319084	0	-500	0	-0.0318784	
232	0.00139314	0.320477	0	-500	0	-0.0320777	
233	0.00139314	0.32187	0	-500	0	-0.0322759	
234	0.00139313	0.323264	0	-500	0	-0.0324729	
235	0.00139313	0.324657	0	-500	0	-0.0326687	
236	0.00139312	0.32605	0	-500	0	-0.0328635	
237	0.00139312	0.327443	0	-500	0	-0.0330572	
238	0.00139311	0.328836	0	-500	0	-0.0332499	
239	0.00139311	0.330229	0	-500	0	-0.0334418	
240	0.0013931	0.331622	0	-500	0	-0.0336329	
241	0.0013931	0.333015	0	-500	0	-0.0338235	
242	0.00139309	0.334408	0	-500	0	-0.0340136	
243	0.00139309	0.335802	0	-500	0	-0.0342034	
244	0.00139309	0.337195	0	-500	0	-0.0343932	
245	0.00139308	0.338588	0	-500	0	-0.0345829	
246	0.00139308	0.339981	0	-500	0	-0.034773	
247	0.00139308	0.341374	0	-500	0	-0.0349634	
248	0.00139308	0.342767	0	-500	0	-0.0351544	
249	0.00139308	0.34416	0	-500	0	-0.0353462	
250	0.00139308	0.345553	0	-500	0	-0.0355389	
251	0.00139308	0.346946	0	-500	0	-0.0357326	
252	0.00139309	0.348339	0	-500	0	-0.0359275	
253	0.00139309	0.349732	0	-500	0	-0.0361237	
254	0.00139309	0.351126	0	-500	0	-0.0363213	
255	0.0013931	0.352519	0	-500	0	-0.0365204	
256	0.0013931	0.353912	0	-500	0	-0.036721	
257	0.00139311	0.355305	0	-500	0	-0.0369233	
258	0.00139311	0.356698	0	-500	0	-0.0371272	
259	0.00139312	0.358091	0	-500	0	-0.0373328	
260	0.00139312	0.359484	0	-500	0	-0.03754	
261	0.00139313	0.360877	0	-500	0	-0.0377488	
262	0.00139313	0.36227	0	-500	0	-0.0379593	
263	0.00139313	0.363664	0	-500	0	-0.0381712	
264	0.00139314	0.365057	0	-500	0	-0.0383847	
265	0.00139314	0.36645	0	-500	0	-0.0385995	
266	0.00139315	0.367843	0	-500	0	-0.0388156	
267	0.00139315	0.369236	0	-500	0	-0.0390329	
268	0.00139315	0.370629	0	-500	0	-0.0392512	
269	0.00139315	0.372022	0	-500	0	-0.0394704	
270	0.00139315	0.373416	0	-500	0	-0.0396904	
271	0.00139315	0.374809	0	-500	0	-0.0399111	
272	0.00139315	0.376202	0	-500	0	-0.0401323	
273	0.00139315	0.377595	0	-500	0	-0.0403538	
274	0.00139315	0.378988	0	-500	0	-0.0405755	
275	0.00139315	0.380381	0	-500	0	-0.0407973	
276	0.00139315	0.381774	0	-500	0	-0.0410191	
277	0.00139315	0.383168	0	-500	0	-0.0412407	
278	0.00139314	0.384561	0	-500	0	-0.0414621	
279	0.00139314	0.385954	0	-500	0	-0.0416831	
280	0.00139314	0.387347	0	-500	0	-0.0419036	
281	0.00139313	0.38874	0	-500	0	-0.0421235	
282	0.00139313	0.390133	0	-500	0	-0.0423429	
283	0.00139312	0.391526	0	-500	0	-0.0425615	
284	0.00139312	0.39292	0	-500	0	-0.0427795	
285	0.00139312	0.394313	0	-500	0	-0.0429967	
286	0.00139311	0.395706	0	-500	0	-0.0432133	
287	0.00139311	0.397099	0	-500	0	-0.043429	
288	0.0013931	0.398492	0	-500	0	-0.043644	
289	0.0013931	0.399885	0	-500	0	-0.0438583	
290	0.0013931	0.401278	0	-500	0	-0.044072	
291	0.00139309	0.402671	0	-500	0	-0.044285	
292	0.00139309	0.404064	0	-500	0	-0.0444974	
293	0.00139308	0.405457	0	-500	0	-0.0447092	
294	0.00139308	0.406851	0	-500	0	-0.0449206	
295	0.00139308	0.408244	0	-500	0	-0.0451315	
296	0.00139307	0.409637	0	-500	0	-0.0453421	
297	0.00139307	0.41103	0	-500	0	-0.0455523	
298	0.00139307	0.412423	0	-500	0	-0.0457623	
299	0.00139306	0.413816	0	-500	0	-0.0459721	
300	0.00139306	0.415209	0	-500	0	-0.0461818	
301	0.00139306	0.416602	0	-500	0	-0.0463913	
302	0.00139306	0.417995	0	-500	0	-0.0466008	
303	0.00139306	0.419388	0	-500	0	-0.0468101	
304	0.00139305	0.420781	0	-500	0	-0.0470195	
305	0.00139305	0.422174	0	-500	0	-0.0472288	
306	0.00139305	0.423567	0	-500	0	-0.0474381	
307	0.00139305	0.42496	0	-500	0	-0.0476474	
308	0.00139305	0.426353	0	-500	0	-0.0478566	
309	0.00139305	0.427746	0	-500	0	-0.0480657	
310	0.00139305	0.42914	0	-500	0	-0.0482747	
311	0.00139305	0.430533	0	-500	0	-0.0484835	
312	0.00139305	0.431926	0	-500	0	-0.0486921	
313	0.00139305	0.433319	0	-500	0	-0.0489004	
314	0.00139306	0.434712	0	-500	0	-0.0491085	
315	0.00139306	0.436105	0	-500	0	-0.0493162	
316	0.00139306	0.437498	0	-500	0	-0.0495234	
317	0.00139306	0.438891	0	-500	0	-0.0497302	
318	0.00139306	0.440284	0	-500	0	-0.0499365	
319	0.00139307	0.441677	0	-500	0	-0.0501423	
320	0.00139307	0.44307	0	-500	0	-0.0503474	
321	0.00139307	0.444463	0	-500	0	-0.050552	
322	0.00139307	0.445856	0	-500	0	-0.0507559	
323	0.00139307	0.447249	0	-500	0	-0.0509592	
324	0.00139308	0.448642	0	-500	0	-0.0511619	
325	0.00139308	0.450035	0	-500	0	-0.0513639	
326	0.00139308	0.451429	0	-500	0	-0.0515653	
327	0.00139308	0.452822	0	-500	0	-0.0517661	
328	0.00139308	0.454215	0	-500	0	-0.0519663	
329	0.00139308	0.455608	0	-500	0	-0.052166	
330	0.00139307	0.457001	0	-500	0	-0.0523652	
331	0.00139307	0.458394	0	-500	0	-0.052564	
332	0.00139307	0.459787	0	-500	0	-0.0527623	
333	0.00139307	0.46118	0	-500	0	-0.0529602	
334	0.00139306	0.462573	0	-500	0	-0.0531579	
335	0.00139306	0.463966	0	-500	0	-0.0533552	
336	0.00139306	0.465359	0	-500	0	-0.0535523	
337	0.00139305	0.466752	0	-500	0	-0.0537493	
338	0.00139305	0.468145	0	-500	0	-0.053946	
339	0.00139305	0.469538	0	-500	0	-0.0541427	
340	0.00139304	0.470931	0	-500	0	-0.0543392	
341	0.00139304	0.472325	0	-500	0	-0.0545356	
342	0.00139304	0.473718	0	-500	0	-0.054732	
343	0.00139303	0.475111	0	-500	0	-0.0549283	
344	0.00139303	0.476504	0	-500	0	-0.0551245	
345	0.00139303	0.477897	0	-500	0	-0.0553207	
346	0.00139303	0.47929	0	-500	0	-0.0555168	
347	0.00139303	0.480683	0	-500	0	-0.0557129	
348	0.00139303	0.482076	0	-500	0	-0.0559089	
349	0.00139303	0.483469	0	-500	0	-0.0561048	
350	0.00139303	0.484862	0	-500	0	-0.0563006	
351	0.00139303	0.486255	0	-500	0	-0.0564963	
352	0.00139303	0.487648	0	-500	0	-0.0566919	
353	0.00139303	0.489041	0	-500	0	-0.0568874	
354	0.00139303	0.490434	0	-500	0	-0.0570828	
355	0.00139304	0.491827	0	-500	0	-0.0572782	
356	0.00139304	0.49322	0	-500	0	-0.0574734	
357	0.00139305	0.494613	0	-500	0	-0.0576686	
358	0.00139305	0.496006	0	-500	0	-0.0578638	
359	0.00139305	0.497399	0	-500	0	-0.0580591	
360	0.00139306	0.498792	0	-500	0	-0.0582544	
361	0.00139306	0.500185	0	-500	0	-0.0584498	
362	0.00139307	0.501578	0	-500	0	-0.0586454	
363	0.00139307	0.502971	0	-500	0	-0.0588413	
364	0.00139308	0.504364	0	-500	0	-0.0590376	
365	0.00139308	0.505758	0	-500	0	-0.0592342	
366	0.00139309	0.507151	0	-500	0	-0.0594314	
367	0.00139309	0.508544	0	-500	0	-0.0596291	
368	0.00139309	0.509937	0	-500	0	-0.0598276	
369	0.0013931	0.51133	0	-500	0	-0.0600268	
370	0.0013931	0.512723	0	-500	0	-0.0602269	
371	0.0013931	0.514116	0	-500	0	-0.0604279	
372	0.0013931	0.515509	0	-500	0	-0.06063	
373	0.00139311	0.516902	0	-500	0	-0.0608333	
374	0.00139311	0.518295	0	-500	0	-0.0610377	
375	0.00139311	0.519688	0	-500	0	-0.0612435	
376	0.00139311	0.521082	0	-500	0	-0.0614506	
377	0.00139311	0.522475	0	-500	0	-0.0616591	
378	0.00139311	0.523868	0	-500	0	-0.0618691	
379	0.00139311	0.525261	0	-500	0	-0.0620806	
380	0.00139311	0.526654	0	-500	0	-0.0622937	
381	0.00139311	0.528047	0	-500	0	-0.0625084	
382	0.00139311	0.52944	0	-500	0	-0.0627247	
383	0.0013931	0.530833	0	-500	0	-0.0629426	
384	0.0013931	0.532226	0	-500	0	-0.0631622	
385	0.0013931	0.53362	0	-500	0	-0.0633834	
386	0.0013931	0.535013	0	-500	0	-0.0636063	
387	0.0013931	0.536406	0	-500	0	-0.0638308	
388	0.0013931	0.537799	0	-500	0	-0.0640569	
389	0.0013931	0.539192	0	-500	0	-0.0642847	
390	0.0013931	0.540585	0	-500	0	-0.064514	
391	0.0013931	0.541978	0	-500	0	-0.064745	
392	0.0013931	0.543371	0	-500	0	-0.0649775	
393	0.00139309	0.544764	0	-500	0	-0.0652115	
394	0.00139309	0.546157	0	-500	0	-0.0654471	
395	0.00139309	0.547551	0	-500	0	-0.0656842	
396	0.00139309	0.548944	0	-500	0	-0.0659227	
397	0.00139309	0.550337	0	-500	0	-0.0661627	
398	0.00139309	0.55173	0	-500	0	-0.0664042	
399	0.00139309	0.553123	0	-500	0	-0.066647	
400	0.00139309	0.554516	0	-500	0	-0.0668913	
401	0.00139309	0.555909	0	-500	0	-0.067137	
402	0.00139309	0.557302	0	-500	0	-0.0673841	
403	0.00139309	0.558695	0	-500	0	-0.0676325	
404	0.00139309	0.560088	0	-500	0	-0.0678823	
405	0.00139309	0.561481	0	-500	0	-0.0681335	
406	0.00139309	0.562875	0	-500	0	-0.068386	
407	0.00139309	0.564268	0	-500	0	-0.0686398	
408	0.00139309	0.565661	0	-500	0	-0.068895	
409	0.00139309	0.567054	0	-500	0	-0.0691514	
410	0.00139309	0.568447	0	-500	0	-0.0694092	
411	0.00139309	0.56984	0	-500	0	-0.0696683	
412	0.00139309	0.571233	0	-500	0	-0.0699286	
413	0.00139309	0.572626	0	-500	0	-0.0701902	
414	0.00139309	0.574019	0	-500	0	-0.0704531	
415	0.00139309	0.575412	0	-500	0	-0.0707171	
416	0.00139309	0.576805	0	-500	0	-0.0709825	
417	0.00139309	0.578199	0	-500	0	-0.071249	
418	0.00139309	0.579592	0	-500	0	-0.0715167	
419	0.00139309	0.580985	0	-500	0	-0.0717856	
420	0.00139309	0.582378	0	-500	0	-0.0720557	
421	0.00139309	0.583771	0	-500	0	-0.0723269	
422	0.00139309	0.585164	0	-500	0	-0.0725993	
423	0.00139309	0.586557	0	-500	0	-0.0728727	
424	0.00139309	0.58795	0	-500	0	-0.0731473	
425	0.00139309	0.589343	0	-500	0	-0.073423	
426	0.00139309	0.590736	0	-500	0	-0.0736998	
427	0.00139309	0.592129	0	-500	0	-0.0739776	
428	0.00139309	0.593522	0	-500	0	-0.0742566	
429	0.00139309	0.594916	0	-500	0	-0.0745366	
430	0.00139309	0.596309	0	-500	0	-0.0748177	
431	0.00139309	0.597702	0	-500	0	-0.0750998	
432	0.00139309	0.599095	0	-500	0	-0.075383	
433	0.00139309	0.600488	0	-500	0	-0.0756672	
434	0.00139309	0.601881	0	-500	0	-0.0759525	
435	0.00139309	0.603274	0	-500	0	-0.0762389	
436	0.00139309	0.604667	0	-500	0	-0.0765263	
437	0.00139309	0.60606	0	-500	0	-0.0768148	
438	0.00139308	0.607453	0	-500	0	-0.0771043	
439	0.00139308	0.608846	0	-500	0	-0.0773949	
440	0.00139308	0.61024	0	-500	0	-0.0776865	
441	0.00139308	0.611633	0	-500	0	-0.0779792	
442	0.00139308	0.613026	0	-500	0	-0.0782729	
443	0.00139307	0.614419	0	-500	0	-0.0785676	
444	0.00139307	0.615812	0	-500	0	-0.0788634	
445	0.00139307	0.617205	0	-500	0	-0.0791602	
446	0.00139307	0.618598	0	-500	0	-0.079458	
447	0.00139306	0.619991	0	-500	0	-0.0797568	
448	0.00139306	0.621384	0	-500	0	-0.0800566	
449	0.00139306	0.622777	0	-500	0	-0.0803573	
450	0.00139306	0.62417	0	-500	0	-0.0806591	
451	0.00139305	0.625563	0	-500	0	-0.0809618	
452	0.00139305	0.626956	0	-500	0	-0.0812655	
453	0.00139305	0.628349	0	-500	0	-0.0815701	
454	0.00139305	0.629742	0	-500	0	-0.0818756	
455	0.00139305	0.631136	0	-500	0	-0.082182	
456	0.00139304	0.632529	0	-500	0	-0.0824894	
457	0.00139304	0.633922	0	-500	0	-0.0827977	
458	0.00139304	0.635315	0	-500	0	-0.0831069	
459	0.00139304	0.636708	0	-500	0	-0.083417	
460	0.00139304	0.638101	0	-500	0	-0.083728	
461	0.00139304	0.639494	0	-500	0	-0.0840399	
462	0.00139302	0.640887	0	-500	0	-0.0843526	
463	0.001393	0.64228	0	-500	0	-0.0846663	
464	0.00139298	0.643673	0	-500	0	-0.0849808	
465	0.00139295	0.645066	0	-500	0	-0.0852963	
466	0.00139293	0.646459	0	-500	0	-0.0856126	
467	0.00139291	0.647852	0	-500	0	-0.0859297	
468	0.00139288	0.649245	0	-500	0	-0.0862478	
469	0.00139286	0.650637	0	-500	0	-0.0865667	
470	0.00139284	0.65203	0	-500	0	-0.0868865	
471	0.00139282	0.653423	0	-500	0	-0.0872071	
472	0.00139279	0.654816	0	-500	0	-0.0875286	
473	0.00139277	0.656209	0	-500	0	-0.0878509	
474	0.00139275	0.657602	0	-500	0	-0.088174	
475	0.00139273	0.658994	0	-500	0	-0.0884979	
476	0.00139271	0.660387	0	-500	0	-0.0888226	
477	0.00139268	0.66178	0	-500	0	-0.0891481	
478	0.00139266	0.663172	0	-500	0	-0.0894743	
479	0.00139264	0.664565	0	-500	0	-0.0898013	
480	0.00139261	0.665958	0	-500	0	-0.0901289	
481	0.00139259	0.66735	0	-500	0	-0.0904572	
482	0.00139257	0.668743	0	-500	0	-0.0907862	
483	0.00139254	0.670136	0	-500	0	-0.0911158	
484	0.00139252	0.671528	0	-500	0	-0.091446	
485	0.0013925	0.672921	0	-500	0	-0.0917768	
486	0.00139247	0.674313	0	-500	0	-0.0921082	
487	0.00139245	0.675706	0	-500	0	-0.0924401	
488	0.00139243	0.677098	0	-500	0	-0.0927726	
489	0.0013924	0.67849	0	-500	0	-0.0931055	
490	0.00139238	0.679883	0	-500	0	-0.093439	
491	0.00139236	0.681275	0	-500	0	-0.093773	
492	0.00139233	0.682668	0	-500	0	-0.0941074	
493	0.00139231	0.68406	0	-500	0	-0.0944423	
494	0.00139229	0.685452	0	-500	0	-0.0947777	
